interval_start,interval_end,date,time,split,target_pv_w,target_clear_sky_w,target_csi,image_path,zenith_deg,target_zenith_deg,weather_tag,tag_reason,blue_fraction,gray_fraction,dark_gray_fraction,bright_white_fraction,cloud_fraction_proxy,blue_to_gray_ratio,sky_value_std,sky_edge_strength,center_edge_value_delta,radial_value_corr,bright_spot_delta,bright_spot_radial_corr,mean_saturation,mean_value,rbr_diff_mean,rbr_diff_std,rbr_diff_p95,rbr_change_fraction
2026-01-17 08:15:00+08:00,2026-01-17 08:30:00+08:00,2026-01-17,08:30:00,train,10859.667,20716.56346,0.5242021448667432,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117081520726_TIMING.jpg,,,cloudy,default_cloudy,0.5962372974457567,0.39826970612469104,0.053694040098873935,0.0718209283163966,0.2398613018401538,1.4970691676436108,0.11126188188791275,0.00502869114279747,-0.1948634684085846,0.6642539001490182,0.2730001211166382,-0.6464900793172943,0.3078044056892395,0.5871938467025757,0.014339430257678032,0.014026052318513393,0.04220585227012632,0.00362171564588483
2026-01-17 08:30:00+08:00,2026-01-17 08:45:00+08:00,2026-01-17,08:45:00,train,13779.667,23554.236920000003,0.5850186124390906,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117083021582_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5888492172480088,0.4314748695413348,0.06588849217248009,0.0846196099972535,0.2846113705026092,1.364735837046467,0.11202508211135864,0.005228041671216488,-0.18971049785614014,0.6354362047344141,0.27254438400268555,-0.667680699890849,0.29884210228919983,0.5799506902694702,0.014566163532435894,0.014120686799287796,0.04157467484474182,0.0032152339100979584
2026-01-17 08:45:00+08:00,2026-01-17 09:00:00+08:00,2026-01-17,09:00:00,train,16602.334,26172.076800000003,0.6343529451969206,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117084522447_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5941774237846745,0.437324910738808,0.07025542433397418,0.08525130458665202,0.28903872562482835,1.358663568423036,0.1129615530371666,0.004992560483515263,-0.18598580360412598,0.619024540933895,0.2682073712348938,-0.6688427928024145,0.2962771952152252,0.5742853879928589,0.011165334843099117,0.012196077965199947,0.03452444076538086,0.0024883273825872013
2026-01-17 09:00:00+08:00,2026-01-17 09:15:00+08:00,2026-01-17,09:15:00,train,19025.334,29005.919940000003,0.6559121048170415,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117090023340_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5936555891238671,0.4535292502059874,0.06844273551222192,0.0931337544630596,0.3109434221367756,1.3089686913341003,0.1140042394399643,0.004949917551130056,-0.18056738376617432,0.595056210231936,0.2714728116989136,-0.6843570585967937,0.29003050923347473,0.5776681900024414,0.008394097909331322,0.008833222091197968,0.02550430297851561,0.0003204247917238854
2026-01-17 09:15:00+08:00,2026-01-17 09:30:00+08:00,2026-01-17,09:30:00,train,21929.666,31511.813140000002,0.6959188892930837,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117091524181_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5976654765174403,0.4536391101345784,0.07217797308431749,0.09338093930238946,0.30982285086514694,1.3174910698068656,0.11619999259710312,0.005011817906051874,-0.17538082599639893,0.568039905487662,0.27140718698501587,-0.688163991457087,0.27564263343811035,0.5732356309890747,0.008220819756388664,0.009435954503715038,0.02661516666412353,0.0005145106655680674
2026-01-17 09:30:00+08:00,2026-01-17 09:45:00+08:00,2026-01-17,09:45:00,train,24345.334,33875.62988,0.7186680834050959,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117093025090_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5822850865146938,0.4600659159571546,0.06698709145839055,0.09659434221367756,0.32388217522658613,1.2656557817443734,0.11498825252056122,0.0049706618301570415,-0.16553530097007751,0.5397878065127669,0.26686644554138184,-0.6928647039300823,0.271431028842926,0.5745651721954346,0.007642311975359917,0.009073280729353428,0.02513368725776672,0.0004870456834203058
2026-01-17 09:45:00+08:00,2026-01-17 10:00:00+08:00,2026-01-17,10:00:00,train,26532.0,36359.69644000001,0.7297090624445267,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117094525943_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.558418017028289,0.4826146663004669,0.07616039549574292,0.10241691842900302,0.358860203240868,1.1570680628272252,0.11625229567289352,0.004988356493413448,-0.15802502632141113,0.5050415800994615,0.2681393623352051,-0.7022478638914362,0.25819137692451477,0.5781837701797485,0.006813104264438152,0.009887752123177052,0.022490924596786498,0.0008056394763343404
2026-01-17 10:00:00+08:00,2026-01-17 10:15:00+08:00,2026-01-17,10:15:00,train,28431.666,38919.48336,0.7305252676920427,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117100026794_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5402361988464708,0.5024993133754463,0.09909365558912386,0.1016478989288657,0.38457017302938756,1.075098382160035,0.11485394090414047,0.004896818194538355,-0.14731884002685547,0.47259662647471945,0.2613931894302368,-0.697059348438217,0.24386219680309296,0.5772071480751038,0.006582953035831451,0.00811275839805603,0.02189815044403076,0.0002709878238579145
2026-01-17 10:15:00+08:00,2026-01-17 10:30:00+08:00,2026-01-17,10:30:00,train,29617.334,40837.31988,0.72525165919385,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117101527686_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.5206536665751167,0.5228783301290855,0.11878604778906894,0.10140071408953584,0.4116300466904697,0.9957453514024581,0.11335308104753494,0.004911891650408506,-0.13667809963226318,0.4402130086306521,0.2575550079345703,-0.6975044702921144,0.23246368765830994,0.5783182978630066,0.00629472965374589,0.007706839591264725,0.02119678258895874,0.00011718392383044951
2026-01-17 10:30:00+08:00,2026-01-17 10:45:00+08:00,2026-01-17,10:45:00,train,30876.666,42561.179760000006,0.7254654634601697,/Users/huangchouyue/Projects/PVPF/data/camera_data/resized_256/2026/2026-01/2026-01-17/192.168.10.2_01_20260117103028541_TIMING.jpg,,,clear_sky,high_csi_clean_sky,0.4962372974457567,0.5502059873661083,0.13842351002471848,0.10324086789343587,0.44879154078549854,0.9019118454549993,0.1133270189166069,0.004821717739105225,-0.12404340505599976,0.39601184808708845,0.258325457572937,-0.7040836407216874,0.21638144552707672,0.5795318484306335,0.006996278651058674,0.007747030816972256,0.02170330286026001,0.00013732491073880802
